file_name,timestamp,my_ship,ship_id,ship_type,length,width,draft,latitude,longitude,knot,heading,bbox_x,bbox_y,bbox_width,bbox_height
frame_1,2025-09-23 16:01,0,1,Fishing,242,36,3,36.35,127.3851996,92.09978,218,604.5544,302.6302,177.3898,193.728
frame_1,2025-09-23 16:01,0,4,Boat,111,42,4,36.35,127.3879491,98.93942,70,145.5943,404.8226,47.39182,18.69391
frame_1,2025-09-23 16:01,1,5,Boat,144,11,4,36.35,127.3807478,1.016225,194,0,0,0,0
frame_2,2025-09-23 16:02,0,4,Boat,111,42,4,36.35,127.3946922,145.8753,70,721.235,402.6477,53.63776,16.49774
frame_2,2025-09-23 16:02,1,5,Boat,144,11,4,36.35,127.3856689,176.157,194,0,0,0,0
frame_3,2025-09-23 16:03,0,1,Fishing,242,36,3,36.35,127.3731323,108.5909,218,253.7964,360.9857,47.61563,54.79318
frame_3,2025-09-23 16:03,0,2,Fishing,195,13,1,36.35,127.3683658,169.0347,286,463.3509,368.779,48.49847,36.23871
frame_3,2025-09-23 16:03,0,3,Cruise,113,29,3,36.35,127.3730141,42.73794,298,274.3283,335.0126,133.4892,88.49142
frame_3,2025-09-23 16:03,1,5,Boat,144,11,4,36.35,127.3869484,2.87E-05,194,0,0,0,0
frame_4,2025-09-23 16:04,0,0,Fishing,26,34,2,36.33,127.3807246,105.9862,233,159.2282,362.8295,48.02039,50.40353
frame_4,2025-09-23 16:04,1,5,Boat,144,11,4,36.35,127.3846299,12.54364,194,0,0,0,0
frame_5,2025-09-23 16:05,0,2,Fishing,195,13,1,36.34,127.3611335,111.9355,286,338.6996,369.8687,20.82849,33.64444
frame_5,2025-09-23 16:05,0,3,Cruise,113,29,3,36.35,127.3767972,145.1306,298,785.4472,174.7942,238.5528,377.9122
frame_5,2025-09-23 16:05,1,5,Boat,144,11,4,36.35,127.3820722,5.15E-10,194,0,0,0,0
frame_6,2025-09-23 16:06,0,2,Fishing,195,13,1,36.34,127.364902,149.6198,286,307.0093,358.7482,63.88428,60.1203
frame_6,2025-09-23 16:06,1,5,Boat,144,11,4,36.35,127.3739138,370.0598,194,0,0,0,0
frame_7,2025-09-23 16:07,1,5,Boat,144,11,4,36.35,127.3692117,174.5668,194,0,0,0,0
frame_8,2025-09-23 16:08,0,2,Fishing,195,13,1,36.34,127.3857705,267.7173,286,560.2032,362.6581,99.21625,50.81168
frame_8,2025-09-23 16:08,0,4,Boat,111,42,4,36.34,127.3840983,56.50795,70,597.5903,400.2061,30.61914,13.99567
frame_8,2025-09-23 16:08,1,5,Boat,144,11,4,36.35,127.377338,304.272,194,0,0,0,0
frame_9,2025-09-23 16:09,0,2,Fishing,195,13,1,36.34,127.3997942,294.7173,286,0,363.2075,83.90338,49.5036
frame_9,2025-09-23 16:09,1,5,Boat,144,11,4,36.34,127.3821768,4.06E-07,194,0,0,0,0
frame_10,2025-09-23 16:10,1,5,Boat,144,11,4,36.33,127.3825037,236.1732,194,0,0,0,0
