file_name,timestamp,my_ship,ship_id,ship_type,length,width,draft,latitude,longitude,knot,heading,bbox_x,bbox_y,bbox_width,bbox_height
frame_1,2025-09-23 16:01,0,0,Fishing,242,18,1,36.35,127.385265,97.38436,132,413.3666,344.9296,64.07309,93.02011
frame_1,2025-09-23 16:01,0,1,Fishing,224,16,2,36.35,127.386393,97.38422,359,0,330.6937,237.9313,126.9136
frame_1,2025-09-23 16:01,0,2,Fishing,75,29,2,36.35,127.3896636,84.78531,68,213.3264,356.4423,80.21588,65.61035
frame_1,2025-09-23 16:01,0,3,Boat,132,10,3,36.35,127.3798249,86.3328,247,930.6413,428.9644,93.3587,50.71439
frame_1,2025-09-23 16:01,0,5,Cruise,252,41,1,36.35,127.37985,77.55407,228,823.2329,286.0415,200.7671,176.9534
frame_1,2025-09-23 16:01,1,6,Boat,103,17,2,36.36,127.3799744,36.13653,107,0,0,0,0
frame_2,2025-09-23 16:02,0,1,Fishing,224,16,2,36.36,127.3853898,158.696,359,395.4893,331.548,63.45782,124.8797
frame_2,2025-09-23 16:02,0,2,Fishing,75,29,2,36.36,127.3886652,136.5899,68,832.5883,346.9597,116.8525,88.18692
frame_2,2025-09-23 16:02,0,4,Fishing,210,16,2,36.36,127.3922797,105.4309,36,630.9565,360.5074,114.0666,55.93204
frame_2,2025-09-23 16:02,1,6,Boat,103,17,2,36.36,127.3797213,58.99532,107,0,0,0,0
frame_3,2025-09-23 16:03,0,2,Fishing,75,29,2,36.36,127.383153,152.7559,68,0,210.8289,350.8603,412.2921
frame_3,2025-09-23 16:03,0,4,Fishing,210,16,2,36.35,127.3965812,104.0545,36,779.2183,363.3021,97.45477,49.27823
frame_3,2025-09-23 16:03,1,6,Boat,103,17,2,36.36,127.3811109,3.78515,107,0,0,0,0
frame_4,2025-09-23 16:04,0,3,Boat,132,10,3,36.34,127.3938683,143.0936,247,1002.703,394.2571,18.89508,8.273834
frame_4,2025-09-23 16:04,0,4,Fishing,210,16,2,36.35,127.3971437,135.6938,36,576.0809,365.7278,76.02368,43.50308
frame_4,2025-09-23 16:04,1,6,Boat,103,17,2,36.36,127.3842281,168.8691,107,0,0,0,0
frame_5,2025-09-23 16:05,0,3,Boat,132,10,3,36.34,127.4001205,137.173,247,776.9083,394.1684,13.18213,8.283234
frame_5,2025-09-23 16:05,1,6,Boat,103,17,2,36.36,127.3879098,86.71468,107,0,0,0,0
frame_6,2025-09-23 16:06,1,6,Boat,103,17,2,36.35,127.3913775,356.8492,107,0,0,0,0
frame_7,2025-09-23 16:07,0,3,Boat,132,10,3,36.36,127.4010102,165.8082,247,794.8846,395.0962,15.66699,9.110413
frame_7,2025-09-23 16:07,0,5,Cruise,252,41,1,36.36,127.4073389,239.7847,228,915.0687,351.8649,108.9313,58.04922
frame_7,2025-09-23 16:07,1,6,Boat,103,17,2,36.34,127.3887061,0.000413351,107,0,0,0,0
frame_8,2025-09-23 16:08,0,3,Boat,132,10,3,36.36,127.3966781,192.6781,247,652.9963,394.2467,25.75806,8.239868
frame_8,2025-09-23 16:08,1,6,Boat,103,17,2,36.35,127.3895482,0.09327685,107,0,0,0,0
frame_9,2025-09-23 16:09,1,6,Boat,103,17,2,36.36,127.3918513,463.8945,107,0,0,0,0
frame_10,2025-09-23 16:10,1,6,Boat,103,17,2,36.36,127.3922558,373.2222,107,0,0,0,0
