file_name,Timestamp,my_ship,ship_id,ship_type,Length,Width,Draft,Latitude,Longitude,Knot,heading,bbox_x,bbox_y,bbox_width,bbox_height
frame_1,2025-09-23 17:01:01,0,1,Fishing,122,40.000000,2.000000,36.35,127.388391947632,87.53324,351,580.7892,322.1705,74.15948,147.2058
frame_1,2025-09-23 17:01:01,0,2,Cruise,103,18.000000,3.000000,36.35,127.382720442505,105.6373,283,0,332.1533,405.718,93.65649
frame_1,2025-09-23 17:01:01,1,3,Boat,240,10.000000,3.000000,36.34,127.387185651855,43.63958,236,0,0,0,0
frame_1,2025-09-23 17:01:01,0,4,Fishing,221,45.000000,2.000000,36.35,127.38231151535,65.01746,37,0,349.2911,174.0397,82.63611
frame_1,2025-09-23 17:01:01,0,5,Fishing,55,34.000000,4.000000,36.35,127.389518787537,84.92088,39,588.074,339.9436,202.0017,104.8911
frame_2,2025-09-23 17:02:01,0,1,Fishing,122,40.000000,2.000000,36.36,127.389234641724,175.1237,351,377.8409,339.6516,103.5889,105.5863
frame_2,2025-09-23 17:02:01,1,3,Boat,240,10.000000,3.000000,36.35,127.388563051758,254.9339,236,0,0,0,0
frame_2,2025-09-23 17:02:01,0,4,Fishing,221,45.000000,2.000000,36.36,127.385757536774,147.3297,37,0,346.6334,203.6857,88.96378
frame_2,2025-09-23 17:02:01,0,5,Fishing,55,34.000000,4.000000,36.35,127.39408979126,159.2577,39,756.2916,343.2224,202.2212,97.08472
frame_3,2025-09-23 17:03:01,0,1,Fishing,122,40.000000,2.000000,36.37,127.389100678101,207.825,351,414.3103,342.153,194.0821,99.63074
frame_3,2025-09-23 17:03:01,1,3,Boat,240,10.000000,3.000000,36.36,127.389741185913,334.9954,236,0,0,0,0
frame_4,2025-09-23 17:04:01,0,1,Fishing,122,40.000000,2.000000,36.38,127.384558980889,182.4272,351,351.7004,250.3142,515.2704,318.2838
frame_4,2025-09-23 17:04:01,1,3,Boat,240,10.000000,3.000000,36.37,127.385925137787,111.5337,236,0,0,0,0
frame_5,2025-09-23 17:05:02,0,1,Fishing,122,40.000000,2.000000,36.38,127.376959932251,186.9482,351,498.8622,83.28827,525.1378,684.7117
frame_5,2025-09-23 17:05:02,1,3,Boat,240,10.000000,3.000000,36.38,127.378332490234,210.6036,236,0,0,0,0
frame_6,2025-09-23 17:06:02,1,3,Boat,240,10.000000,3.000000,36.38,127.378445441284,9.721326,236,0,0,0,0
frame_6,2025-09-23 17:06:02,0,5,Fishing,55,34.000000,4.000000,36.38,127.379048718872,16.90547,39,0,0,1024,768
frame_7,2025-09-23 17:07:02,1,3,Boat,240,10.000000,3.000000,36.38,127.389710530396,495.3619,236,0,0,0,0
frame_8,2025-09-23 17:08:02,1,3,Boat,240,10.000000,3.000000,36.38,127.398608729248,78.04649,236,0,0,0,0
frame_9,2025-09-23 17:09:03,1,3,Boat,240,10.000000,3.000000,36.38,127.395112860107,3.606556E-12,236,0,0,0,0
frame_9,2025-09-23 17:09:03,0,5,Fishing,55,34.000000,4.000000,36.37,127.399630443115,276.4223,39,0,340.0269,43.20087,104.6926
frame_10,2025-09-23 17:10:03,0,1,Fishing,122,40.000000,2.000000,36.35,127.37672423584,317.5367,351,325.7246,369.4228,71.56247,34.70593
frame_10,2025-09-23 17:10:03,0,2,Cruise,103,18.000000,3.000000,36.35,127.385736648483,224.1382,283,0,354.5339,70.72223,53.22784
frame_10,2025-09-23 17:10:03,1,3,Boat,240,10.000000,3.000000,36.37,127.386938441467,606.8156,236,0,0,0,0
