file_name,Timestamp,my_ship,ship_id,ship_type,Length,Width,Draft,Latitude,Longitude,Knot,heading,bbox_x,bbox_y,bbox_width,bbox_height
frame_1,2025-10-31 09:01:00,1,3,Boat,35,27,2,36.345502,127.384771,1.18,259.16,0.0000,0.0000,0.0000,0.0000
frame_1,2025-10-31 09:01:00,0,6,Cruise,10,46,4,36.346108,127.379871,0.61,112.10,248.9643,64.5097,638.8462,611.2997
frame_2,2025-10-31 09:02:00,0,1,Fishing,222,41,3,36.353412,127.382218,1.34,205.06,457.5016,341.5385,157.6944,112.1801
frame_2,2025-10-31 09:02:00,1,3,Boat,35,27,2,36.347107,127.383456,3.28,346.58,0.0000,0.0000,0.0000,0.0000
frame_3,2025-10-31 09:03:00,0,0,Fishing,254,27,2,36.354883,127.386001,1.74,251.40,954.3672,331.4254,69.6328,138.8980
frame_3,2025-10-31 09:03:00,0,1,Fishing,222,41,3,36.351592,127.379077,1.33,101.39,0.0000,302.9970,129.3330,214.0035
frame_3,2025-10-31 09:03:00,0,2,Fishing,158,37,1,36.354605,127.384726,1.14,185.90,870.7651,323.6297,138.2256,159.4937
frame_3,2025-10-31 09:03:00,1,3,Boat,35,27,2,36.348942,127.383020,0.31,344.30,0.0000,0.0000,0.0000,0.0000
frame_4,2025-10-31 09:04:01,0,0,Fishing,254,27,2,36.358326,127.386742,0.99,186.68,443.8265,343.6293,110.9437,106.6563
frame_4,2025-10-31 09:04:01,1,3,Boat,35,27,2,36.352290,127.383509,3.12,29.53,0.0000,0.0000,0.0000,0.0000
frame_5,2025-10-31 09:05:01,1,3,Boat,35,27,2,36.355281,127.392586,1.97,115.51,0.0000,0.0000,0.0000,0.0000
frame_6,2025-10-31 09:06:01,1,3,Boat,35,27,2,36.350527,127.396842,4.41,200.87,0.0000,0.0000,0.0000,0.0000
frame_6,2025-10-31 09:06:01,0,5,Cruise,186,29,4,36.335638,127.392654,0.50,349.98,375.8482,346.4470,189.9055,71.8524
frame_7,2025-10-31 09:07:01,0,0,Fishing,254,27,2,36.356895,127.386884,1.34,198.78,883.4052,367.3506,104.8969,43.9865
frame_7,2025-10-31 09:07:01,1,3,Boat,35,27,2,36.347167,127.402231,1.42,270.16,0.0000,0.0000,0.0000,0.0000
frame_8,2025-10-31 09:08:01,0,0,Fishing,254,27,2,36.352584,127.385865,2.07,246.47,698.2924,362.2824,103.0433,57.3762
frame_8,2025-10-31 09:08:01,0,1,Fishing,222,41,3,36.352101,127.384347,1.85,323.96,652.7527,365.0128,76.3563,50.1627
frame_8,2025-10-31 09:08:01,0,2,Fishing,158,37,1,36.349169,127.382571,1.31,43.19,502.9450,367.0330,82.0420,44.8254
frame_8,2025-10-31 09:08:01,1,3,Boat,35,27,2,36.347400,127.397381,5.23,274.42,0.0000,0.0000,0.0000,0.0000
frame_9,2025-10-31 09:09:01,0,0,Fishing,254,27,2,36.350166,127.385528,0.60,12.19,834.6633,326.5591,189.3367,151.7543
frame_9,2025-10-31 09:09:01,1,3,Boat,35,27,2,36.347455,127.390603,3.86,261.90,0.0000,0.0000,0.0000,0.0000
frame_9,2025-10-31 09:09:01,0,7,Fishing,35,31,1,36.344397,127.380252,2.11,57.52,393.1359,359.1005,63.9230,65.7825
frame_10,2025-10-31 09:10:02,1,3,Boat,35,27,2,36.346370,127.385748,1.11,256.42,0.0000,0.0000,0.0000,0.0000
frame_10,2025-10-31 09:10:02,0,7,Fishing,35,31,1,36.346110,127.384596,1.04,287.95,0.0000,0.0000,850.8744,768.0000
