file_name,timestamp,my_ship,ship_id,ship_type,length,width,draft,latitude,longitude,knot,heading,bbox_x,bbox_y,bbox_width,bbox_height
frame_1,2025-09-23 17:01,0,0,Fishing,214,12,2,36.35,127.3803041,93.32519,19,322.0952,313.3953,162.634,186.5321
frame_1,2025-09-23 17:01,1,1,Boat,176,44,3,36.35,127.3792418,0.4203361,90,0,0,0,0
frame_1,2025-09-23 17:01,0,2,Boat,123,47,2,36.35,127.3816232,63.06212,143,490.716,408.5047,55.99069,33.49915
frame_1,2025-09-23 17:01,0,4,Fishing,293,41,3,36.35,127.387635,95.1498,91.00001,944.2924,348.8286,79.70764,92.92023
frame_1,2025-09-23 17:01,0,5,Cruise,22,46,4,36.35,127.3853447,28.49893,273,523.2214,299.3743,500.7786,161.9194
frame_2,2025-09-23 17:02,0,0,Fishing,214,12,2,36.36,127.3799265,111.3123,19,380.07,357.6232,136.8471,69.68546
frame_2,2025-09-23 17:02,1,1,Boat,176,44,3,36.35,127.3792282,98.284,90,0,0,0,0
frame_2,2025-09-23 17:02,0,2,Boat,123,47,2,36.35,127.3794637,152.8421,143,364.0118,513.3145,659.9882,254.6856
frame_2,2025-09-23 17:02,0,5,Cruise,22,46,4,36.35,127.3840702,98.06139,273,702.3002,90.7612,321.6998,561.0713
frame_3,2025-09-23 17:03,1,1,Boat,176,44,3,36.34,127.3787138,69.36803,90,0,0,0,0
frame_4,2025-09-23 17:04,1,1,Boat,176,44,3,36.34,127.3806367,71.4445,90,0,0,0,0
frame_4,2025-09-23 17:04,0,3,Fishing,33,39,4,36.34,127.3912921,76.46059,120,351.6484,359.2158,126.7652,65.47784
frame_5,2025-09-23 17:05,1,1,Boat,176,44,3,36.34,127.383639,113.4351,90,0,0,0,0
frame_5,2025-09-23 17:05,0,3,Fishing,33,39,4,36.34,127.3878671,87.75115,120,0,274.7678,206.3228,288.5831
frame_6,2025-09-23 17:06,0,0,Fishing,214,12,2,36.34,127.39343,184.2038,19,332.6686,354.5613,137.5648,77.77481
frame_6,2025-09-23 17:06,1,1,Boat,176,44,3,36.34,127.3871519,5.709949,90,0,0,0,0
frame_7,2025-09-23 17:07,1,1,Boat,176,44,3,36.34,127.3897921,77.2735,90,0,0,0,0
frame_8,2025-09-23 17:08,0,0,Fishing,214,12,2,36.33,127.3835697,172.4685,19,899.5432,341.3071,86.06592,112.7913
frame_8,2025-09-23 17:08,1,1,Boat,176,44,3,36.33,127.3916636,3.584886,90,0,0,0,0
frame_8,2025-09-23 17:08,0,4,Fishing,293,41,3,36.32,127.379769,244.8632,91.00001,366.2148,369.8539,66.40088,37.37292
frame_9,2025-09-23 17:09,1,1,Boat,176,44,3,36.33,127.3900088,17.81705,90,0,0,0,0
frame_10,2025-09-23 17:10,1,1,Boat,176,44,3,36.34,127.3861362,560.1175,90,0,0,0,0
