file_name,Timestamp,my_ship,ship_id,ship_type,Length,Width,Draft,Latitude,Longitude,Knot,heading,bbox_x,bbox_y,bbox_width,bbox_height
frame_1,2025-09-24 10:01:01,1,2,Boat,233,46.000000,4.000000,36.35,127.390968964844,125.9739,148,0,0,0,0
frame_2,2025-09-24 10:02:01,0,0,Fishing,168,48.000000,1.000000,36.35,127.391954645996,168.4214,99.99999,611.5029,311.0921,129.3749,192.617
frame_2,2025-09-24 10:02:01,0,1,Cruise,173,13.000000,2.000000,36.36,127.386864058838,105.4597,22,274.6835,350.2305,291.3426,64.61325
frame_2,2025-09-24 10:02:01,1,2,Boat,233,46.000000,4.000000,36.35,127.391409970093,0.001866501,148,0,0,0,0
frame_2,2025-09-24 10:02:01,0,3,Fishing,99,34.000000,4.000000,36.36,127.38803566803,88.72448,34,414.5991,365.0218,83.6481,50.13898
frame_2,2025-09-24 10:02:01,0,5,Fishing,150,18.000000,2.000000,36.35,127.390850834351,180.307,96.00001,494.8625,351.9065,153.2815,84.7886
frame_3,2025-09-24 10:03:01,0,1,Cruise,173,13.000000,2.000000,36.36,127.382477378845,102.6114,22,0,241.0237,487.1663,273.565
frame_3,2025-09-24 10:03:01,1,2,Boat,233,46.000000,4.000000,36.36,127.387176123352,616.902,148,0,0,0,0
frame_3,2025-09-24 10:03:01,0,3,Fishing,99,34.000000,4.000000,36.36,127.38828036377,9.362131,34,850.4644,188.7376,173.5356,515.8676
frame_4,2025-09-24 10:04:01,1,2,Boat,233,46.000000,4.000000,36.37,127.381861283875,186.8239,148,0,0,0,0
frame_4,2025-09-24 10:04:01,0,3,Fishing,99,34.000000,4.000000,36.36,127.388920080261,105.7766,34,647.3103,368.9611,47.51318,39.73151
frame_5,2025-09-24 10:05:02,1,2,Boat,233,46.000000,4.000000,36.36,127.39310001709,119.9606,148,0,0,0,0
frame_5,2025-09-24 10:05:02,0,3,Fishing,99,34.000000,4.000000,36.35,127.389470126038,198.4523,34,621.0533,339.7625,60.48938,116.872
frame_6,2025-09-24 10:06:02,1,2,Boat,233,46.000000,4.000000,36.34,127.390243612671,264.3109,148,0,0,0,0
frame_6,2025-09-24 10:06:02,0,3,Fishing,99,34.000000,4.000000,36.34,127.387090436859,238.2457,34,610.5142,334.528,267.4426,130.7012
frame_7,2025-09-24 10:07:02,0,1,Cruise,173,13.000000,2.000000,36.33,127.378700456543,278.9723,22,58.50449,320.5618,621.2216,121.38
frame_7,2025-09-24 10:07:02,1,2,Boat,233,46.000000,4.000000,36.32,127.380682528076,25.80008,148,0,0,0,0
frame_7,2025-09-24 10:07:02,0,3,Fishing,99,34.000000,4.000000,36.33,127.380584761963,207.4036,34,486.6275,318.7319,139.3769,172.4332
frame_8,2025-09-24 10:08:02,1,2,Boat,233,46.000000,4.000000,36.32,127.379397985229,211.0294,148,0,0,0,0
frame_9,2025-09-24 10:09:03,1,2,Boat,233,46.000000,4.000000,36.33,127.37162612915,21.80261,148,0,0,0,0
frame_9,2025-09-24 10:09:03,0,4,Cruise,142,25.000000,1.000000,36.34,127.375939867554,219.401,248,611.6786,319.7284,412.3214,122.9747
frame_10,2025-09-24 10:10:03,0,0,Fishing,168,48.000000,1.000000,36.33,127.381062754517,123.142,99.99999,696.9419,359.531,135.5989,64.64514
frame_10,2025-09-24 10:10:03,1,2,Boat,233,46.000000,4.000000,36.34,127.372075975342,402.3688,148,0,0,0,0
frame_10,2025-09-24 10:10:03,0,4,Cruise,142,25.000000,1.000000,36.33,127.376311685181,219.9025,248,816.3222,245.4058,207.6778,265.1806
