# YYMMDDHHMI STN  WD   WS GST  GST  GST     PA     PS PT    PR    TA    TD    HM    PV     RN     RN     RN     RN     SD     SD     SD WC WP WW                      CA  CA   CH CT        CT  CT  CT    VS   SS    SI ST    TS    TE    TE    TE    TE  ST   WH BF IR IX
#        KST  ID  16  m/s  WD   WS   TM    hPa    hPa  -   hPa     C     C     %   hPa     mm    DAY    JUN    INT    HR3    DAY    TOT -- -- ---------------------- TOT MID  MIN -------- TOP MID LOW                  GD     C     5    10    20    30 SEA    m --  -  -
202506100000 181  11  1.3  -9 -9.0   -9 1003.6 1007.5  2   2.0  21.3  19.5  90.0  22.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        1   0   -9 -         -9  -9  -9   586 -9.0 -9.00 -9  21.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506100100 181   0  0.4  -9 -9.0   -9 1003.6 1007.5 -9  -9.0  20.8  19.4  92.0  22.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9   428 -9.0 -9.00 -9  21.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506100200 181  27  0.8  -9 -9.0   -9 1003.6 1007.5 -9  -9.0  20.6  19.2  92.0  22.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9   424 -9.0 -9.00 -9  20.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506100300 181   0  0.4  -9 -9.0   -9 1004.2 1008.1  2   0.6  19.9  18.8  94.0  21.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9   389 -9.0 -9.00 -9  20.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506100400 181  11  0.7  -9 -9.0   -9 1003.8 1007.7 -9  -9.0  20.1  18.5  91.0  21.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   5    7 -         -9  -9  -9   420 -9.0 -9.00 -9  20.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506100500 181  32  0.8  -9 -9.0   -9 1003.5 1007.4 -9  -9.0  20.1  18.7  92.0  21.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9   431 -9.0 -9.00 -9  20.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506100600 181  20  1.8  -9 -9.0   -9 1003.0 1006.9  7  -1.2  20.2  19.0  93.0  22.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   3    7 -         -9  -9  -9   403  0.0  0.04 -9  20.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506100700 181  20  2.2  -9 -9.0   -9 1002.3 1006.2 -9  -9.0  21.0  18.5  86.0  21.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   7    6 -         -9  -9  -9   624  0.1  0.37 -9  22.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506100800 181  23  2.1  -9 -9.0   -9 1002.3 1006.2 -9  -9.0  22.7  18.8  79.0  21.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        5   0   -9 -         -9  -9  -9   978  0.9  1.12 -9  27.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506100900 181  20  3.5  -9 -9.0   -9 1002.0 1005.8  7  -1.1  23.9  18.5  72.0  21.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        5   0   -9 -         -9  -9  -9  1602  1.0  1.95 -9  33.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506101000 181  25  1.3  -9 -9.0   -9 1002.3 1006.1 -9  -9.0  26.0  18.9  65.0  21.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   2   -9 -         -9  -9  -9  1822  0.5  2.01 -9  36.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506101100 181  29  3.0  -9 -9.0   -9 1002.7 1006.5 -9  -9.0  26.6  17.6  58.0  20.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   2   11 -         -9  -9  -9  4020  0.8  2.72 -9  41.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506101200 181  32  2.7  -9 -9.0   -9 1003.0 1006.8  2   1.0  27.1  17.8  57.0  20.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   3   12 -         -9  -9  -9  4538  0.7  2.63 -9  42.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202506101300 181  32  4.1  -9 -9.0   -9 1002.8 1006.6 -9  -9.0  27.0  18.2  59.0  20.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   4   76 -         -9  -9  -9  4806  0.3  2.12 -9  41.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
