date,time,stn_id,wind_direction,wind_speed,temperature,humidity,rain_day,snow_day,solar_irradiance,solar_time
2025-06-10,00:00:00,181,11,1.3,21.3,90.0,,,,
2025-06-10,01:00:00,181,0,0.4,20.8,92.0,,,,
2025-06-10,02:00:00,181,27,0.8,20.6,92.0,,,,
2025-06-10,03:00:00,181,0,0.4,19.9,94.0,,,,
2025-06-10,04:00:00,181,11,0.7,20.1,91.0,,,,
2025-06-10,05:00:00,181,32,0.8,20.1,92.0,,,,
2025-06-10,06:00:00,181,20,1.8,20.2,93.0,,,0.04,0.0
2025-06-10,07:00:00,181,20,2.2,21.0,86.0,,,0.37,0.1
2025-06-10,08:00:00,181,23,2.1,22.7,79.0,,,1.12,0.9
2025-06-10,09:00:00,181,20,3.5,23.9,72.0,,,1.95,1.0
2025-06-10,10:00:00,181,25,1.3,26.0,65.0,,,2.01,0.5
2025-06-10,11:00:00,181,29,3.0,26.6,58.0,,,2.72,0.8
2025-06-10,12:00:00,181,32,2.7,27.1,57.0,,,2.63,0.7
2025-06-10,13:00:00,181,32,4.1,27.0,59.0,,,2.12,0.3
2025-06-10,14:00:00,181,32,3.4,27.1,55.0,,,2.98,0.7
2025-06-10,15:00:00,181,32,3.9,26.5,58.0,,,2.13,0.5
2025-06-10,16:00:00,181,29,2.3,27.6,53.0,,,2.10,0.7
2025-06-10,17:00:00,181,32,3.3,26.3,62.0,,,1.25,0.4
2025-06-10,18:00:00,181,32,4.3,25.9,62.0,,,0.91,0.3
2025-06-10,19:00:00,181,29,3.1,24.3,61.0,,,0.67,0.7
2025-06-10,20:00:00,181,32,2.1,22.6,68.0,,,0.06,0.0
2025-06-10,21:00:00,181,32,3.9,21.4,68.0,,,,
2025-06-10,22:00:00,181,32,1.5,19.7,65.0,,,,
2025-06-10,23:00:00,181,32,1.3,19.2,63.0,,,,
2025-06-11,00:00:00,181,0,0.1,18.0,75.0,,,,
2025-06-11,01:00:00,181,0,0.2,16.9,73.0,,,,
2025-06-11,02:00:00,181,27,1.4,17.3,70.0,,,,
2025-06-11,03:00:00,181,0,0.2,16.7,73.0,,,,
2025-06-11,04:00:00,181,14,0.7,15.3,81.0,,,,
2025-06-11,05:00:00,181,0,0.1,14.9,85.0,,,,
2025-06-11,06:00:00,181,0,0.3,15.0,86.0,,,0.06,0.1
2025-06-11,07:00:00,181,23,1.6,17.3,79.0,,,0.56,0.8
2025-06-11,08:00:00,181,23,1.1,19.0,70.0,,,1.34,1.0
2025-06-11,09:00:00,181,14,0.8,21.0,60.0,,,2.02,1.0
2025-06-11,10:00:00,181,25,2.0,23.4,51.0,,,2.72,1.0
2025-06-11,11:00:00,181,29,2.1,25.0,45.0,,,3.21,1.0
2025-06-11,12:00:00,181,25,2.1,26.0,39.0,,,3.56,1.0
2025-06-11,13:00:00,181,27,4.7,27.6,35.0,,,3.69,1.0
2025-06-11,14:00:00,181,36,5.6,28.2,34.0,,,3.61,1.0
