# YYMMDDHHMI STN  WD   WS GST  GST  GST     PA     PS PT    PR    TA    TD    HM    PV     RN     RN     RN     RN     SD     SD     SD WC WP WW                      CA  CA   CH CT        CT  CT  CT    VS   SS    SI ST    TS    TE    TE    TE    TE  ST   WH BF IR IX
#        KST  ID  16  m/s  WD   WS   TM    hPa    hPa  -   hPa     C     C     %   hPa     mm    DAY    JUN    INT    HR3    DAY    TOT -- -- ---------------------- TOT MID  MIN -------- TOP MID LOW                  GD     C     5    10    20    30 SEA    m --  -  -
202410100000 236   7  0.8  -9 -9.0   -9 1013.4 1015.0  8  -0.4  15.6  13.9  90.0  15.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   3   24 -         -9  -9  -9  1912 -9.0 -9.00 -9  16.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202410100100 236   0  0.3  -9 -9.0   -9 1013.7 1015.3 -9  -9.0  14.6  13.8  95.0  15.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        2   2   22 -         -9  -9  -9  1345 -9.0 -9.00 -9  15.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202410100200 236   0  0.1  -9 -9.0   -9 1013.8 1015.4 -9  -9.0  14.1  13.7  98.0  15.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        4   4   16 -         -9  -9  -9  1267 -9.0 -9.00 -9  15.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202410100300 236   0  0.1  -9 -9.0   -9 1013.7 1015.3  0   0.3  13.5  13.3  99.0  15.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   6   61 -         -9  -9  -9  1084 -9.0 -9.00 -9  15.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202410100400 236   0  0.3  -9 -9.0   -9 1013.8 1015.4 -9  -9.0  12.7  12.5  99.0  14.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   0   -9 -         -9  -9  -9   916 -9.0 -9.00 -9  14.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202410100500 236   0  0.3  -9 -9.0   -9 1013.7 1015.3 -9  -9.0  12.6  12.4  99.0  14.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   0   -9 -         -9  -9  -9  1346 -9.0 -9.00 -9  14.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202410100600 236   0  0.3  -9 -9.0   -9 1014.2 1015.8  2   0.5  12.2  12.1 100.0  14.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        2   0   -9 -         -9  -9  -9  1520 -9.0 -9.00 -9  13.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202410100700 236   0  0.0  -9 -9.0   -9 1014.6 1016.2 -9  -9.0  12.6  12.5 100.0  14.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        4   2    9 -         -9  -9  -9  1233  0.0 -9.00 -9  14.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202410100800 236   0  0.0  -9 -9.0   -9 1014.8 1016.4 -9  -9.0  13.7  13.3  98.0  15.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   3    5 -         -9  -9  -9  2099  0.1 -9.00 -9  16.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202410100900 236   0  0.4  -9 -9.0   -9 1015.2 1016.8  2   1.0  15.4  13.9  91.0  15.9    0.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10  10    6 -         -9  -9  -9  2707  0.3 -9.00 -9  18.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202410101000 236   0  0.1  -9 -9.0   -9 1015.3 1016.9 -9  -9.0  17.4  13.3  77.0  15.3   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        5   3   16 -         -9  -9  -9  4482  0.3 -9.00 -9  23.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
