file_name,timestamp,my_ship,ship_id,ship_type,length,width,draft,latitude,longitude,knot,heading,bbox_x,bbox_y,bbox_width,bbox_height
frame_1,2025-09-23 16:01,1,2,Boat,45,16,1,36.35,127.3841159,65.50072,188,0,0,0,0
frame_2,2025-09-23 16:02,0,0,Fishing,70,28,2,36.35,127.3921418,170.2166,81,854.1096,355.4607,149.7815,67.94742
frame_2,2025-09-23 16:02,0,1,Fishing,250,46,1,36.36,127.3847336,86.44301,7,372.3191,364.9125,78.46542,45.44409
frame_2,2025-09-23 16:02,1,2,Boat,45,16,1,36.34,127.3825764,0.000216941,188,0,0,0,0
frame_2,2025-09-23 16:02,0,3,Cruise,283,35,3,36.36,127.3886515,78.84096,42,458.703,347.9677,190.3388,65.08929
frame_2,2025-09-23 16:02,0,5,Fishing,158,24,1,36.36,127.3875338,44.27643,35,542.1395,363.1303,31.02332,49.68735
frame_3,2025-09-23 16:03,1,2,Boat,45,16,1,36.35,127.3830191,0.007572641,188,0,0,0,0
frame_3,2025-09-23 16:03,0,4,Boat,38,49,1,36.37,127.3843527,57.8247,34,914.4211,395.2774,23.7417,9.282837
frame_4,2025-09-23 16:04,1,2,Boat,45,16,1,36.35,127.3826304,4.47E-05,188,0,0,0,0
frame_4,2025-09-23 16:04,0,3,Cruise,283,35,3,36.36,127.3854635,133.0856,42,738.5775,313.5838,215.16,127.2009
frame_4,2025-09-23 16:04,0,4,Boat,38,49,1,36.37,127.3842297,39.36798,34,722.1662,393.8189,23.31659,7.963684
frame_4,2025-09-23 16:04,0,5,Fishing,158,24,1,36.35,127.3844209,144.3796,35,787.9891,337.8511,134.7288,109.8731
frame_5,2025-09-23 16:05,1,2,Boat,45,16,1,36.34,127.3826564,41.04156,188,0,0,0,0
frame_5,2025-09-23 16:05,0,3,Cruise,283,35,3,36.35,127.3812325,231.2708,42,0,165.1414,679.4216,395.349
frame_5,2025-09-23 16:05,0,4,Boat,38,49,1,36.36,127.3861903,136.7095,34,667.5987,394.3241,22.91479,8.417328
frame_6,2025-09-23 16:06,1,2,Boat,45,16,1,36.34,127.3828641,5.474339,188,0,0,0,0
frame_6,2025-09-23 16:06,0,4,Boat,38,49,1,36.35,127.3894531,230.1942,34,566.2436,398.2747,26.15698,12.09387
frame_7,2025-09-23 16:07,0,0,Fishing,70,28,2,36.33,127.3885811,204.9718,81,524.8397,360.2158,30.01764,56.62631
frame_7,2025-09-23 16:07,1,2,Boat,45,16,1,36.34,127.383437,221.5554,188,0,0,0,0
frame_8,2025-09-23 16:08,0,0,Fishing,70,28,2,36.33,127.3771689,252.5848,81,78.22412,317.9724,280.9492,157.2007
frame_8,2025-09-23 16:08,1,2,Boat,45,16,1,36.34,127.3808369,280.8572,188,0,0,0,0
frame_8,2025-09-23 16:08,0,5,Fishing,158,24,1,36.33,127.3645601,52.64393,35,548.1251,366.7415,27.68701,41.0896
frame_9,2025-09-23 16:09,1,2,Boat,45,16,1,36.33,127.3749686,305.6969,188,0,0,0,0
frame_9,2025-09-23 16:09,0,5,Fishing,158,24,1,36.33,127.3686531,122.1854,35,600.8816,338.2779,89.4422,108.8568
frame_10,2025-09-23 16:10,1,2,Boat,45,16,1,36.33,127.3748583,18.56804,188,0,0,0,0
frame_10,2025-09-23 16:10,0,5,Fishing,158,24,1,36.33,127.3769607,207.0272,35,263.9138,234.6575,619.7798,355.56
