# YYMMDDHHMI STN  WD   WS GST  GST  GST     PA     PS PT    PR    TA    TD    HM    PV     RN     RN     RN     RN     SD     SD     SD WC WP WW                      CA  CA   CH CT        CT  CT  CT    VS   SS    SI ST    TS    TE    TE    TE    TE  ST   WH BF IR IX
#        KST  ID  16  m/s  WD   WS   TM    hPa    hPa  -   hPa     C     C     %   hPa     mm    DAY    JUN    INT    HR3    DAY    TOT -- -- ---------------------- TOT MID  MIN -------- TOP MID LOW                  GD     C     5    10    20    30 SEA    m --  -  -
202503010000 131   5  1.5  -9 -9.0   -9 1013.6 1020.9  0   0.6   6.4   0.9  68.0   6.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0  5  0 40                       0   0   -9 -         -9  -9  -9   900 -9.0 -9.00 -9   3.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
202503010100 131   2  0.9  -9 -9.0   -9 1013.8 1021.1 -9  -9.0   6.2   0.9  69.0   6.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 40                       0   0   -9 -         -9  -9  -9   371 -9.0 -9.00 -9   2.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202503010200 131   0  0.0  -9 -9.0   -9 1013.8 1021.1 -9  -9.0   5.0   0.5  73.0   6.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 40                       0   0   -9 -         -9  -9  -9   867 -9.0 -9.00 -9   1.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202503010300 131   0  0.3  -9 -9.0   -9 1014.0 1021.3  2   0.4   4.4   0.1  74.0   6.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0  5  0 40                       0   0   -9 -         -9  -9  -9   888 -9.0 -9.00 -9   1.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
202503010400 131  29  0.6  -9 -9.0   -9 1013.8 1021.1 -9  -9.0   3.6   0.0  77.0   6.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0  5  0 40                       0   0   -9 -         -9  -9  -9   770 -9.0 -9.00 -9   1.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
202503010500 131   0  0.4  -9 -9.0   -9 1013.7 1021.1 -9  -9.0   3.4   0.0  79.0   6.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0  5  0 40                       0   0   -9 -         -9  -9  -9   614 -9.0 -9.00 -9   1.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
202503010600 131   5  1.0  -9 -9.0   -9 1013.3 1020.6  7  -0.7   3.7   0.0  77.0   6.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0  5  0 40                       0   0   -9 -         -9  -9  -9   245 -9.0 -9.00 -9   1.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
202503010700 131   0  0.4  -9 -9.0   -9 1012.7 1020.0 -9  -9.0   3.4   0.0  78.0   6.1   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0  5  0 40                       3   0   -9 Ci         1   0   0   648 -9.0 -9.00 -9   1.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
202503010800 131  34  0.7  -9 -9.0   -9 1013.2 1020.6 -9  -9.0   3.0  -0.6  77.0   5.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0  5  0 40                       4   0   -9 Ci         1   0   0   665  0.0  0.07 -9   2.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
202503010900 131   5  1.6  -9 -9.0   -9 1013.1 1020.4  5  -0.2   4.9   0.2  72.0   6.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0  5 11 40                       6   0   -9 Ci         1   0   0   617  0.7  0.57 -9   6.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
202503011000 131   5  1.7  -9 -9.0   -9 1012.4 1019.7 -9  -9.0   6.6   0.2  64.0   6.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0  5 22 40                       9   9   30 Ac         0   3   0   818  0.4  1.22 -9  12.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
202503011100 131   0  0.3  -9 -9.0   -9 1012.0 1019.2 -9  -9.0   7.9   1.0  62.0   6.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0  5 22 40                      10  10   28 As        -9   2   0   852  0.1  0.68 -9   9.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
